PAYMENT_TYPE,GTIN,POS_DESCRIPTION,CATEGORY,BRAND,PURCHASE_COUNT,TOTAL_SALES,TOTAL_UNITS
COUPON,0,LOTTO IN,null,null,11,468,11
CASH,0,No Tax Grocery,null,null,11,60.04,11
COUPON,0,SCRATCH WIN,null,null,11,-50,11
CREDIT,0,BEER/LIQUOR,null,null,11,72.93,13
CREDIT,0,GROCERY HI TAX,null,null,11,38.6,18
CASH,0,GROCERY NONTAX,null,null,11,49.49,11
DEBIT,0,BOT RET,null,null,11,-1.3,11
DEBIT,0,Lottery Winner,null,null,11,-119,11
DEBIT,0,LOTTERY SCRATCHER,null,null,11,189.29,11
CASH,0,LOTTO WINNER,null,null,11,-45101,12
HOUSE ACCOUNT,0,Beer & Wine,null,null,11,45.089999999999996,12
CASH,0,OTHER SNACKS,null,null,11,15.12,11
HOUSE ACCOUNT,0,Beer Wine Liquor,null,null,11,206.82999999999998,18
HOUSE ACCOUNT,0,Lunch Deli,null,null,11,74.85000000000001,16
DEBIT,0,GEN CIGS,null,null,11,136.89999999999998,23
COUPON,0,GEN MERCH,null,null,11,42.4,12
CASH,0,Hot Food,null,null,11,61.34,12
CREDIT,0,Lotto Winner,null,null,11,-58,11
DEBIT,0,Scratch Off Payout,null,null,11,-134,11
HOUSE ACCOUNT,0,CAR WASH,null,null,11,267.46000000000004,12
COUPON,0,Money Order,null,null,11,1253.72,12
COUPON,0,ONLINE WIN,null,null,11,-55,11
DEBIT,0,CANDY BARS,null,null,10,35.8,10
COUPON,0,NON TAX GROCERY,null,null,10,8.2,10
COUPON,0,DELI HOT,null,null,10,35.099999999999994,10
DEBIT,0,LOTTERY PAID  OUT,null,null,10,-50,10
COUPON,0,LOTTO PO,null,null,10,-85,10
CASH,0,Fee,null,null,10,1.93,11
CHECK,0,PRODUCE,null,null,10,35.67,10
CREDIT,0,Newspaper,null,null,10,9.48,10
CREDIT,0,Lottery Scratch Tkt,null,null,10,133,10
HOUSE ACCOUNT,0,Other Tobacco,null,null,10,79.28999999999999,14
DEBIT,0,Bakery,null,null,10,44.60000000000001,15
CREDIT,0,GROCERY N,null,null,10,53.73,10
LOTTERY,0,Edible Grocery NT,null,null,10,38.21,10
DEBIT,0,CHEW,null,null,10,200.12,23
EBT,0,SALTY SNACKS,null,null,10,35.81,10
DEBIT,0,BEERS,null,null,10,156.9,10
CREDIT,0,GROCERY TAXABLE,null,null,10,35.92,18
CREDIT,0,BEERS,null,null,10,126.00999999999999,10
CASH,0,MONEY ORDERS/MON,null,null,10,0.1,10
COUPON,0,POWERBALL,null,null,10,106,10
DEBIT,0,E-Cigs,null,null,10,189.79,10
CREDIT,0,GROCERY LO TAX,null,null,10,12.219999999999999,10
CASH,0,Mo Fees,null,null,10,16.28,10
CREDIT,0,Beer - Wine,null,null,10,104.91999999999999,10
CASH,0,CHEVRON GIFTCARD,null,null,10,340,10
CREDIT,0,No Tax Grocery,null,null,10,44.02000000000001,10
COUPON,0,CIGS,null,null,10,66.85000000000001,12
CHECK,0,BEER,null,null,9,273.32,26
CHECK,0,Giftcard,null,null,9,2600,9
CREDIT,0,Giftcard,null,null,9,233.89999999999998,9
DEBIT,0,PK CIGS,null,null,9,37.83,10
CASH,0,GROCERY N,null,null,9,18.74,9
HOUSE ACCOUNT,0,Alt Snacks,null,null,9,33.6,10
CREDIT,0,Gift Cards,null,null,9,425,9
DEBIT,0,Lunch Deli,null,null,9,43.790000000000006,11
CREDIT,0,E-Cigs,null,null,9,143.89,9
CASH,0,EMPLOYEE MEAL,null,null,9,-110.17999999999999,9
COUPON,0,LIQUOR,null,null,9,65.85,16
CASH,0,VAPES,null,null,9,105.91999999999999,9
DEBIT,0,Lotto payout,null,null,9,-125,9
CASH,0,BEERS,null,null,9,142.39999999999998,9
EBT,0,ONLINE LOTTO,null,null,9,61,9
COUPON,0,Lotto Pay Out,null,null,9,-170,9
COUPON,0,CIG CTN,null,null,9,469.86,9
COUPON,0,Grocery Non Tax,null,null,9,9.559999999999999,11
CHECK,0,Candy,null,null,9,0.27,9
EBT,0,NON-GROCERY,null,null,9,24.32,10
CREDIT,0,LOTTERY PAID  OUT,null,null,9,-40,9
CREDIT,0,AUTO OIL,null,null,9,39.06,9
CASH,0,NEWSPAPERS,null,null,9,9.3,9
CREDIT,0,CHEW,null,null,8,98.31,19
EBT,0,GENERAL,null,null,8,23.84,8
LOTTERY,0,BEER,null,null,8,32.12,8
CASH,0,CASH CARD SALE,null,null,8,495,8
DEBIT,0,Hot Food,null,null,8,36.900000000000006,10
CREDIT,0,Delivery fee,null,null,8,30.5,8
EBT,0,GROCERY LO TAX,null,null,8,13.99,11
EBT,0,Edible Grocery NT,null,null,8,32.5,8
GIFT CARD,0,Online Lottery,null,null,8,38,8
CREDIT,0,2% Groc,null,null,8,11.860000000000001,8
CREDIT,0,CHEVRON GIFT CARDS,null,null,8,530,8
CASH,0,Beer - Wine,null,null,8,143.24999999999997,8
CREDIT,0,Groceries,null,null,8,295.55999999999995,8
COUPON,0,Fast Food,null,null,8,16.72,8
COUPON,0,CARTON CIGS,null,null,8,588.08,26
HOUSE ACCOUNT,0,Water,null,null,8,69.9,10
CREDIT,0,LOTTERY SCRATCH,null,null,8,63,11
EBT,0,GEN MERCHANDISE,null,null,8,153.85,12
DEBIT,0,Novelties,null,null,8,70.53,48
EBT,0,LOTTERY PAYOUTS,null,null,8,-82,8
CHECK,0,ONLINE,null,null,8,81,8
DEBIT,0,Money Orders,null,null,8,42.44,8
DEBIT,0,AUTO OIL,null,null,7,27.82,7
CASH,0,scratch off lottery,null,null,7,183,7
EBT,0,NOVELTIES,null,null,7,55.94,7
CASH,0,PHONE CARDS,null,null,7,181.93,7
EBT,0,Lottery Payout,null,null,7,-36,7
CHECK,0,SCRTCH,null,null,7,180,7
CREDIT,0,HOT DISPENSED BEVERA,null,null,7,126.92999999999999,9
DEBIT,0,AUTOMOTIVE PRODUCTS,null,null,7,50.32,8
HOUSE ACCOUNT,0,Grocery Non Tax,null,null,7,99.92,7
CREDIT,0,Cigs,null,null,7,120.49,7
COUPON,0,LOTTO SALE,null,null,7,88,7
COUPON,0,ALCOHOL,null,null,7,61.14000000000001,8
HOUSE ACCOUNT,0,DELI HOT,null,null,7,17.630000000000003,7
CASH,0,vape,null,null,7,45.01,12
COUPON,0,SCRATCH PAID OUT,null,null,7,-145,7
CASH,0,Cigs,null,null,7,99.16,11
GIFT CARD,0,EDIBLE GROCERY N,null,null,7,26.43,7
COUPON,0,BEER/WINE,null,null,7,124.7,10
EBT,0,Liquor,null,null,7,51.96,9
EBT,0,LOTTERY PAYOUT,null,null,7,-39,7
CASH,0,TBACO,null,null,7,13.379999999999999,12
CHECK,0,TAX GROCRY,null,null,7,58.660000000000004,7
CREDIT,0,Bp Gift Card,null,null,7,175,7
COUPON,0,LOTTO PAYOUT,null,null,7,-69,7
HOUSE ACCOUNT,0,ICE CREAM,null,null,7,37.510000000000005,9
DEBIT,0,LOTTO-ONLINE,null,null,7,37,7
COUPON,0,SCRATCH OFF,null,null,7,62,7
COUPON,0,Cigarette,null,null,7,76.54,7
CREDIT,0,GROCERY NONTAX,null,null,7,33.85,7
COUPON,0,ONLINE LOTTERY,null,null,7,75.5,7
COUPON,0,Tobacco,null,null,7,32.39,7
EBT,0,INSTANT LOTTERY,null,null,6,81.99,6
COUPON,0,BOTTLE RETURNS,null,null,6,-8.6,6
HOUSE ACCOUNT,0,Gift Card Activate,null,null,6,400,6
EBT,0,GROC TAXABLE,null,null,6,35.92,8
CASH,0,MEAT SNACKS,null,null,6,21.509999999999998,6
EBT,0,POWERBALL,null,null,6,36,6
DEBIT,0,SPORTS DRINKS,null,null,6,20.060000000000002,6
HOUSE ACCOUNT,0,BOTTLE RETURN,null,null,6,-7.05,6
CASH,0,Cig Carton,null,null,6,280.88,6
COUPON,0,CIGGS,null,null,6,94.53,16
COUPON,0,271 LOTTO,null,null,6,40,6
COUPON,0,INSTANT LOTTERY,null,null,6,117,6
CASH,0,KKC,null,null,6,38.04,6
CHECK,0,SCRATCH PAYOUT,null,null,6,-56,6
CREDIT,0,MOBILE COUPON,null,null,6,-9,6
LOTTERY,0,CANDY,null,null,6,10.97,6
DEBIT,0,CASH CARD SALE,null,null,6,420,6
CREDIT,0,Money Orders,null,null,6,218.98000000000002,6
DEBIT,0,GROCERY T,null,null,6,32.44,6
CASH,0,VALS GIFT CARD RDM,null,null,6,-57.73,6
DEBIT,0,GROCERY N,null,null,6,5.49,6
LOTTERY,0,LOTTERY INSTANT,null,null,6,62,6
CASH,0,Bakery,null,null,6,17.16,7
DEBIT,0,Gift Cards,null,null,6,375,6
CASH,0,Bp Gift Card,null,null,6,150,6
CREDIT,0,CIG PACKS,null,null,6,86.59,6
COUPON,0,PIZZA,null,null,6,24.43,7
LOTTERY,0,LIQUOR,null,null,6,16.35,15
CHECK,0,LOTTERY PAID OUTS,null,null,6,-14,6
CREDIT,0,Accessories,null,null,6,18,6
EBT,0,NONEDIBLE GROCERY,null,null,6,24.94,6
CREDIT,0,GROCERY NTAX,null,null,6,31.559999999999995,7
CHECK,0,LOTTERY SCRATCH P/O,null,null,6,-50,6
CHECK,0,GIFT CARD,null,null,6,250,6
DEBIT,0,EMPLOYEE MEAL,null,null,5,-13.6,5
CASH,0,Donuts,null,null,5,17.450000000000003,7
CASH,0,BOTTLE DEPOSIT REFUND,null,null,5,-128,5
EBT,0,CIG CTN,null,null,5,100.66,5
CREDIT,0,CANDY BARS,null,null,5,15.950000000000001,5
EBT,0,deli no tax,null,null,5,6.35,5
LOTTERY,0,Licenses,null,null,5,182,5
DEBIT,0,SCRATCH,null,null,5,27.009999999999998,5
DEBIT,0,SCRATCH PAY OUT,null,null,5,-28,5
EBT,0,Grocery Taxable,null,null,5,22.939999999999998,6
HOUSE ACCOUNT,0,PREPAID CARDS,null,null,5,250,5
CREDIT,0,SCRACH,null,null,5,46,6
CASH,0,GROCERY T,null,null,5,15.84,6
COUPON,0,Food,null,null,5,10,12
LOTTERY,0,OTHER TOBACCO,null,null,5,36.839999999999996,6
DEBIT,0,CARTON CIGS,null,null,5,355.08,5
CHECK,0,lotto on line,null,null,5,7,5
CHECK,0,LOTTERYPAYOUT,null,null,5,-19,5
CASH,0,Energy drinks,null,null,5,14.94,5
CREDIT,0,Bottle-can returns,null,null,5,-0.15000000000000002,28
DEBIT,0,COFFEE/FOUNTAIN,null,null,5,5.25,6
DEBIT,0,Cigs,null,null,5,58.24999999999999,8
DEBIT,0,ONLOTTO,null,null,5,463.65,5
CASH,0,BOT RET,null,null,5,-18.550000000000004,5
COUPON,0,GROC T,null,null,5,27.52,9
EBT,0,NEWSPAPER,null,null,5,11.5,5
DEBIT,0,GROC NON TAX,null,null,5,14.260000000000002,5
EBT,0,LTTRY PAYOUT,null,null,5,-30,5
CASH,0,E-Cigs,null,null,5,134.15,7
CHECK,0,SCRATCH WIN,null,null,5,-150,5
CREDIT,0,CIGG PACKS,null,null,5,31.419999999999998,9
COUPON,0,MISC,null,null,5,8.76,6
COUPON,0,WATER,null,null,5,12.86,5
LOTTERY,0,SALTY SNACKS,null,null,5,21.25,5
EBT,0,SCRATCH OFF,null,null,5,42.59,5
CREDIT,0,Novelties,null,null,5,31.279999999999998,5
DEBIT,0,CIGARETTES CARTON,null,null,5,13.32,8
EBT,0,NON GROC,null,null,5,9.15,5
CHECK,0,Breakfast,null,null,5,21.44,6
CREDIT,0,VAPES,null,null,5,81.91,9
HOUSE ACCOUNT,0,Grocery no tax,null,null,5,23.2,5
COUPON,0,NOVELTIES,null,null,4,61.95,5
CASH,0,AUTO OIL,null,null,4,19.34,9
CASH,0,MO FEE,null,null,4,2.1299999999999994,4
CASH,0,FOOD,null,null,4,7.96,4
DEBIT,0,VAL'S GIFT CARD SOLD,null,null,4,235,4
CASH,0,SCRATCHER,null,null,4,1699,4
HOUSE ACCOUNT,0,CIGS,null,null,4,27.439999999999998,4
CREDIT,0,Bakery,null,null,4,28.92,9
COUPON,0,CIG CARTON,null,null,4,246.20000000000002,31
DEBIT,0,OTHER SNACKS,null,null,4,10.49,4
DEBIT,0,Giftcard,null,null,4,125,4
DEBIT,0,PACK CIG,null,null,4,50.57,4
EBT,0,Beer,null,null,4,21.84,5
COUPON,0,grocery,null,null,4,7.99,5
COUPON,0,Gen Merch,null,null,4,4.960000000000001,4
COUPON,0,Lottery On-Line,null,null,4,44,4
CREDIT,0,BOT RET,null,null,4,-0.55,4
CASH,0,Lottery Sales,null,null,4,69,4
LOTTERY,0,COFFEE,null,null,4,7.16,4
CASH,0,GIFT CARD ACTIVATION,null,null,4,300,4
CHECK,0,Produce,null,null,4,12.17,11
DEBIT,0,CASHCARDACT,null,null,4,200,4
CASH,00045464187560,"""CABLE TIES,4""""-7""""-11 ASSTD",null,null,4,24,16
DEBIT,0,Prepaid Cards,null,null,4,85,4
EBT,0,STORE COUPON,null,null,4,-10.61,4
CREDIT,0,CIGARETTE,null,null,4,9.54,6
DEBIT,0,DELI RESALE,null,null,4,11.97,4
CASH,0,K.K. CHICKEN,null,null,4,7.66,4
CHECK,0,MISC,null,null,4,69.37,4
EBT,0,MANUFACTURING COUPON,null,null,4,-8,4
EBT,0,EDIBLE GROCERY T,null,null,4,15.770000000000001,4
COUPON,0,Lottery  Sales Winner,null,null,4,-27,4
DEBIT,0,No Tax Grocery,null,null,4,15.01,4
COUPON,0,BAKERY,null,null,4,4,4
DEBIT,0,STORE COUP,null,null,4,-16.58,4
LOTTERY,0,PREPAID CARD,null,null,4,45,4
COUPON,0,Chicken,null,null,4,31.540000000000003,4
HOUSE ACCOUNT,0,Giftcard,null,null,4,225,4
HOUSE ACCOUNT,0,SCRTCH,null,null,4,20,5
CREDIT,0,PHONE CARD,null,null,4,8,4
CHECK,0,Hot Food Service,null,null,4,12.450000000000001,5
EBT,0,BEER & WINE,null,null,4,18.16,4
COUPON,0,Lottery,null,null,4,24,4
COUPON,0,NON GROCERY,null,null,4,11.529999999999998,4
EBT,0,Lotto,null,null,4,10,4
COUPON,0,NON GROC,null,null,4,11.780000000000001,6
CHECK,0,Grocery,null,null,4,41.28999999999999,4
EBT,0,CANDY BARS,null,null,4,14.76,4
EBT,0,NEWS,null,null,4,6.09,4
CREDIT,0,PK CIGS,null,null,4,20.35,5
CHECK,0,LOTTO PAYOUT,null,null,4,-7,4
CASH,0,PK CIGS,null,null,4,9.850000000000001,5
DEBIT,0,TBACO,null,null,4,6.86,4
CREDIT,0,CARTON,null,null,4,75.69,4
COUPON,0,ICE CREAM,null,null,4,13.260000000000002,4
EBT,0,TAX GROCRY,null,null,4,23.39,13
COUPON,0,PRODUCE,null,null,4,7.79,4
CREDIT,0,CASHCARDACT,null,null,4,170,4
CASH,0,GROCERY NTAX,null,null,4,14.96,4
HOUSE ACCOUNT,0,Bakery,null,null,4,11.72,4
COUPON,0,VAPE,null,null,4,56.89999999999999,4
CHECK,0,GROCERY N TAX,null,null,3,453.13,3
DEBIT,00029069020200,"""1"""" GOLD NUMB",null,null,3,18,9
DEBIT,0,FOOD,null,null,3,3.9899999999999998,3
COUPON,0,CHICKEN,null,null,3,2.67,3
EBT,0,BOTTLE RETURN,null,null,3,-8.2,3
CREDIT,0,LOTTO IN,null,null,3,23,3
CHECK,0,Liquor,null,null,3,21.880000000000003,12
CREDIT,0,STORE COUP,null,null,3,-15.030000000000001,3
HOUSE ACCOUNT,0,LOTTERY P/O,null,null,3,-15,3
DEBIT,0,MONEY ORDER,null,null,3,41.489999999999995,3
CREDIT,0,Instant Lottery,null,null,3,40,4
LOTTERY,0,Fast Food,null,null,3,9.47,3
HOUSE ACCOUNT,0,HOT DELI,null,null,3,5.73,3
CREDIT,0,Online Sales,null,null,3,37,3
DEBIT,0,Vapes,null,null,3,53.97,3
CHECK,0,CIG CTN,null,null,3,227.95000000000002,5
CHECK,0,HOT DELI,null,null,3,6.57,3
CHECK,0,ONLINE WIN,null,null,3,-137,3
COUPON,0,Cigarettes,null,null,3,30.18,3
COUPON,0,EDIBLE GROCERY T,null,null,3,35.099999999999994,4
CREDIT,0,online lottery,null,null,3,9,3
COUPON,0,GROCERY NON-TAXABLE,null,null,3,11.08,3
DEBIT,0,Bottle-can returns,null,null,3,-0.1,3
CREDIT,0,LOTTERY GAMING,null,null,3,11.5,3
CASH,0,COFFEE/FOUNTAIN,null,null,3,22.19,3
COUPON,0,DELI LUNCH,null,null,3,8.67,3
CREDIT,0,CIGARETTES CARTON,null,null,3,49.22,18
COUPON,0,LOTTERY SCRATCH P/O,null,null,3,-18,3
CASH,0,GAMING,null,null,3,-2310,3
CREDIT,0,OTHER BEER,null,null,3,40.97,3
DEBIT,0,PHONE CARDS,null,null,3,3.54,3
COUPON,0,Candy,null,null,3,2.94,6
COUPON,0,LOTTO-OUT,null,null,3,-124,3
COUPON,0,OTHER DELI,null,null,3,2.67,3
EBT,0,LOTTERY P/O,null,null,3,-107,3
EBT,0,TAXABLE GROCERY,null,null,3,3.8699999999999997,3
CASH,0,COFFE,null,null,3,3.26,3
COUPON,0,Produce,null,null,3,8.48,3
COUPON,0,GROCERY FOOD,null,null,3,9.97,3
COUPON,0,NOVELTY,null,null,3,13.97,3
EBT,0,LOTTO PAY OUT,null,null,3,-42,3
CREDIT,0,NEWSPAPERS,null,null,3,3,3
CREDIT,0,CANDY-OTHER,null,null,3,9.370000000000001,3
DEBIT,0,LotteryOnline,null,null,3,11,3
DEBIT,0,CIGARETTE,null,null,3,5.46,4
CREDIT,0,Restaurant,null,null,3,66.75,3
HOUSE ACCOUNT,00045464300747,"""3/8"""" X 50' TIRE INFLATOR",null,null,3,18,108
EBT,0,CIGS,null,null,3,5.95,6
COUPON,0,NON TAX GROC,null,null,3,5.98,3
CREDIT,0,Hot Food,null,null,3,9.97,3
COUPON,0,CIG PACK,null,null,3,188.56,6
COUPON,0,LOTTERY PAY-OUT,null,null,3,-9,3
HOUSE ACCOUNT,0,Lotto,null,null,3,12,3
CASH,0,Phone card,null,null,3,17,3
CASH,0,SPORTS DRINKS,null,null,3,18.490000000000002,3
CHECK,0,E-CIG,null,null,3,89.97999999999999,3
LOTTERY,0,BEER & WINE,null,null,3,10.26,5
COUPON,0,PK CIGS,null,null,3,20.18,3
CASH,0,CITGO COUPON,null,null,3,-4.5,3
CHECK,0,BOTTLE RETURN,null,null,3,-65,3
EBT,0,LOTTO P/O,null,null,3,-18,3
CREDIT,0,Lotto Sale,null,null,3,8,3
DEBIT,0,Publications,null,null,3,16.990000000000002,3
COUPON,0,GROCERY NON-TAX,null,null,3,5.279999999999999,3
CASH,0,WINGS,null,null,3,0,3
CREDIT,0,EMPLOYEE MEAL,null,null,3,-5.2299999999999995,3
CREDIT,0,Mobile Coupon,null,null,3,-5.5,3
EBT,0,Beer/Wine,null,null,3,15.06,4
CHECK,0,LOTTO ONLINE,null,null,3,24,3
EBT,0,LOTTRY,null,null,2,4,2
CASH,0,Cellphone card,null,null,2,28,3
DEBIT,0,PACKAGED SWEET SNACKS,null,null,2,2.09,2
EBT,0,LOTTO PAID OUT,null,null,2,-22,2
CREDIT,0,PACK CIG,null,null,2,15.389999999999999,2
COUPON,0,Novelty,null,null,2,12.98,2
DEBIT,0,NO TX DELI,null,null,2,6.34,2
CASH,0,AUTOMOTIVE PRODUCTS,null,null,2,7.98,2
CHECK,0,GEN MERCHANDISE,null,null,2,8.98,2
DEBIT,0,LOTTO INSTANT,null,null,2,18.490000000000002,2
COUPON,0,NEWS PAPER,null,null,2,2.5,2
GIFT CARD,0,Edible Grocery NT,null,null,2,44.21,2
CASH,0,SCRATCHERS,null,null,2,33,2
CREDIT,0,SCRATCH,null,null,2,16,2
DEBIT,00045464300747,"""3/8"""" X 50' TIRE INFLATOR",null,null,2,12,72
DEBIT,0,vape,null,null,2,31.99,2
CREDIT,0,vape,null,null,2,60,2
EBT,0,Novelty,null,null,2,8.97,3
DEBIT,0,Sweet Snacks,null,null,2,5.99,2
HOUSE ACCOUNT,0,LOTTERY PAYOUT,null,null,2,-4,2
HOUSE ACCOUNT,0,COUPON,null,null,2,-6,2
DEBIT,0,GENERAL MDSE,null,null,2,0.1,2
CHECK,0,CIG,null,null,2,14.77,2
COUPON,0,GENERAL,null,null,2,3.99,2
CHECK,0,Chicken,null,null,2,11.68,2
CASH,0,18 Perishable Grocery,null,null,2,7.48,2
CREDIT,0,AUTOMOTIVE PRODUCTS,null,null,2,7.98,2
COUPON,0,SNUFF,null,null,2,25.979999999999997,2
EBT,0,Lotto Winner,null,null,2,-5,2
EBT,0,BEER WINE,null,null,2,7.58,2
HOUSE ACCOUNT,00045464187560,"""CABLE TIES,4""""-7""""-11 ASSTD",null,null,2,12,8
CHECK,0,Online Payout,null,null,2,-16,2
CASH,00045464798605,"LG RUBBERIZED FL,5.5""""""",null,null,2,13.98,null
CREDIT,0,FOOD,null,null,2,3.98,2
EBT,0,SWEET SNACKS,null,null,2,3.08,2
COUPON,0,Fountain,null,null,2,1.58,2
CHECK,0,HOT FOOD,null,null,2,10.18,2
COUPON,0,LOTTRY,null,null,2,20,2
GIFT CARD,0,EDIBLE GROCERY T,null,null,2,24.83,3
CREDIT,0,autoparts,null,null,2,19.78,2
LOTTERY,0,GENMERCHNT,null,null,2,4.98,2
CREDIT,0,Energy drinks,null,null,2,5.98,2
EBT,0,GROCERY FOOD,null,null,2,6.68,2
CHECK,0,CIGARS,null,null,2,34.2,30
HOUSE ACCOUNT,0,VENDOR COUPON,null,null,2,-4.5,2
COUPON,0,Edible Grocery NT,null,null,2,2.4,2
LOTTERY,0,EDIBLE GROCERY T,null,null,2,5.99,2
HOUSE ACCOUNT,0,Deli Hot,null,null,2,14.48,2
DEBIT,0,Check Fee,null,null,2,8.99,2
CREDIT,0,Gift card activation,null,null,2,200,2
COUPON,0,GROCERY HI TAX,null,null,2,6.39,2
COUPON,0,WINE,null,null,2,10.99,2
DEBIT,0,Energy drinks,null,null,2,8.98,2
CREDIT,0,VAL'S GIFT CARD SOLD,null,null,2,56.9,2
COUPON,0,online lottery,null,null,2,13,2
CASH,0,FEE,null,null,2,13.99,2
CREDIT,0,MONEY ORDER,null,null,2,94.49,2
CASH,0,HOT DISPENSED BEVERA,null,null,2,39.98,2
CHECK,0,GROCERY NON TAXABLE,null,null,2,4,2
COUPON,0,LOTTO PAID OUT,null,null,2,-14,2
COUPON,0,Beer & Wine,null,null,2,42.58,2
HOUSE ACCOUNT,0,Non Edible Grocery,null,null,2,22.4,3
DEBIT,0,COFFE,null,null,2,8.59,2
COUPON,0,PUBLICATIONS,null,null,2,2,2
CHECK,0,CHICKEN,null,null,2,4.98,2
DEBIT,0,online lottery,null,null,2,46,2
CASH,0,CARTON,null,null,2,20.88,2
CASH,0,Giftcard Recharge,null,null,2,160,2
COUPON,0,CHIPS,null,null,2,9.77,3
LOTTERY,0,NEWSPAPER,null,null,2,6.49,2
COUPON,0,LOTTERY PAID OUTS,null,null,2,-17,2
DEBIT,0,PERISHABLE GROCERY,null,null,2,6.779999999999999,2
CHECK,0,PUBLICATIONS,null,null,2,2.5,2
COUPON,0,GENERAL MERCHANDISE,null,null,2,49.980000000000004,2
CREDIT,0,LOTTO P.O,null,null,2,-22,2
DEBIT,00045464302666,"""18"""" STEERING WHEEL COVER",null,null,2,12,52
CHECK,0,POWERBALL PAYOUT,null,null,2,-10,2
LOTTERY,0,CIGARETTES,null,null,2,30.11,2
CASH,0,Gen Merchandise,null,null,2,7.68,2
CREDIT,0,Check Fee,null,null,2,19.98,2
EBT,0,NON GROCERY,null,null,2,0.35,2
CASH,0,SCRATCH LOTTERY,null,null,2,20,2
COUPON,0,ONLINE LOTO,null,null,2,6,2
COUPON,0,General Merchandise,null,null,2,6.08,2
CASH,0,19 Edible Grocery,null,null,2,2.48,2
CREDIT,0,Delivery,null,null,2,5,2
CHECK,0,Tobacco,null,null,2,87.98,3
HOUSE ACCOUNT,0,COFFEE,null,null,2,4.38,2
CHECK,0,ice bag,null,null,2,5.28,2
CASH,0,Sweet Snacks,null,null,2,12,2
CREDIT,0,PHONE CARDS,null,null,2,83,2
CREDIT,0,Delivery Fee,null,null,2,7.5,2
DEBIT,0,Lotto Payout,null,null,2,-8,2
COUPON,0,FAST FOOD,null,null,2,3.78,2
CASH,0,PHONE-CARD,null,null,1,2,1
CHECK,0,LOTTERY P/O,null,null,1,0,1
CREDIT,0,DELI RESALE,null,null,1,150,1
CHECK,0,AUTO OIL,null,null,1,22.79,1
HOUSE ACCOUNT,0,STORE COUPON,null,null,1,-12.83,1
CREDIT,0,Sweet Snacks,null,null,1,4.5,1
DEBIT,0,ALTERNATIVE SNACKS,null,null,1,1,1
CHECK,0,Beer,null,null,1,22.99,1
CASH,0,Gift card activation,null,null,1,25,1
COUPON,0,Edible Groceries,null,null,1,1.29,1
CASH,0,ROLLER GRILL,null,null,1,3,1
CREDIT,0,SCRATCHERS,null,null,1,10,1
DEBIT,00045464798605,"LG RUBBERIZED FL,5.5""""""",null,null,1,6.99,null
COUPON,0,GROCERIES,null,null,1,4.75,1
GIFT CARD,0,Lottery Payout,null,null,1,-50,1
HOUSE ACCOUNT,00045464798605,"LG RUBBERIZED FL,5.5""""""",null,null,1,6.99,null
COUPON,0,CIGG PACKS,null,null,1,1.69,1
CASH,0,SIMY DELI TAX,null,null,1,14,1
CHECK,0,DELI COLD,null,null,1,31.63,1
DEBIT,0,SCRATCHER,null,null,1,10,1
CHECK,0,GENERAL MERCH,null,null,1,4.4,1
CASH,0,Groceries,null,null,1,1,1
DEBIT,0,FEE,null,null,1,3.99,1
COUPON,0,LOTTO Scratch,null,null,1,20,1
COUPON,0,LOTTO Cash,null,null,1,-20,1
CREDIT,0,Vapes,null,null,1,24.99,1
CHECK,0,WINE,null,null,1,10,1
COUPON,0,POWERBALL SALE,null,null,1,2,1
CHECK,0,DELI HOT FOODS,null,null,1,3.99,1
DEBIT,0,NEWSPAPERS,null,null,1,1,1
DEBIT,0,19 Edible Grocery,null,null,1,1.89,1
COUPON,0,Lottery Online,null,null,1,10,1
EBT,0,BOT RET,null,null,1,-0.05,1
LOTTERY,0,Non Tax Grocery,null,null,1,5,1
DEBIT,0,DELI FOOD,null,null,1,5.5,1
DEBIT,0,GROCERY NTAX,null,null,1,0.25,1
HOUSE ACCOUNT,0,GENERAL MERCHANDISE,null,null,1,5,1
COUPON,0,GROCERY NON TAXABLE,null,null,1,1.99,1
DEBIT,0,SCRATCH OFF LOTTERY,null,null,1,3.99,1
COUPON,0,LOTTO P/O,null,null,1,-30,1
CHECK,0,LOTTO ONLINE P/O,null,null,1,-3,1
CHECK,0,CAR WASH,null,null,1,226.41,1
CHECK,0,GROC TX,null,null,1,1.78,2
CREDIT,0,GIFT CARD ACTIVATION,null,null,1,100,1
CASH,0,GIFT CERT/CARDS,null,null,1,0.04,1
CREDIT,0,Gen Merchandise,null,null,1,0.25,1
CHECK,0,GROCERY TAXABLE,null,null,1,0.39,1
HOUSE ACCOUNT,0,FOOD BAR/DELI,null,null,1,4.99,1
EBT,0,KKC,null,null,1,11.98,2
CREDIT,0,SCRATCH OFF LOTTERY,null,null,1,3,1
CASH,0,ALTERNATIVE SNACKS,null,null,1,1,1
EBT,0,CANDY-OTHER,null,null,1,2.49,1
COUPON,0,NON EDIBLE GROCERY,null,null,1,4.19,1
EBT,0,MONEY ORDER,null,null,1,11.29,1
EBT,0,GROCERY NONFOOD,null,null,1,2.69,1
EBT,0,04 Beer,null,null,1,1.69,1
HOUSE ACCOUNT,0,SCRATCH PAYOUT,null,null,1,-14,1
DEBIT,0,5001-Grocery,null,null,1,0.29,1
HOUSE ACCOUNT,0,Lottery,null,null,1,2,1
LOTTERY,0,WATER,null,null,1,1,1
